season,episode,song_title,song_url,artist_name,artist_url
1,S1E5,Christmas Card from a Hooker in Minneapolis,https://www.tunefind.com/song/149740/199037/,Tom Waits,https://www.tunefind.com/artist/tom-waits
1,S1E5,Riders On the Storm,https://www.tunefind.com/song/130382/277099/,The Doors,https://www.tunefind.com/artist/the-doors
1,S1E6,The Prowl,https://www.tunefind.com/song/30050/74469/the-prowl,Dan Auerbach,https://www.tunefind.com/artist/dan-auerbach
1,S1E6,Love Is Blindness,https://www.tunefind.com/song/58127/109465/,Jack White,https://www.tunefind.com/artist/jack-white
1,S1E6,Truce,https://www.tunefind.com/song/101497/161145/,Mearl,https://www.tunefind.com/artist/mearl
1,S1E6,All Guns No Balls,https://www.tunefind.com/song/79420/99727/,Mearl,https://www.tunefind.com/artist/mearl
1,S1E6,Creases,https://www.tunefind.com/song/97683/217542/,Mearl,https://www.tunefind.com/artist/mearl
2,S2E1,To Bring You My Love,https://www.tunefind.com/song/71915/90235/,PJ Harvey,https://www.tunefind.com/artist/pj-harvey
2,S2E1,Down by the Water,https://www.tunefind.com/song/63437/90228/,PJ Harvey,https://www.tunefind.com/artist/pj-harvey
2,S2E1,Rocking Horse,https://www.tunefind.com/song/19832/90194/rocking-horse,The Dead Weather,https://www.tunefind.com/artist/the-dead-weather
2,S2E1,Danny Boy,https://www.tunefind.com/song/71888/90195/,Johnny Cash,https://www.tunefind.com/artist/johnny-cash
2,S2E1,Long Snake Moan,https://www.tunefind.com/song/71889/90196/,PJ Harvey,https://www.tunefind.com/artist/pj-harvey
